,Date,Adj Close,daily_return,price_vs_sma50,price_vs_sma200,rsi14,macd,macd_signal,macd_hist,bb_bandwidth,bb_percent,atr,obv_feature,hl_spread_pct,oc_spread_pct,volume_ratio,rsi_overbought,rsi_oversold,macd_bullish,bb_squeeze
0,2010-10-18 04:00:00+00:00,6.960000038146973,-0.02247188904267039,0.07106583841696563,-0.12934156106380704,53.71302590495921,0.0257502271896126,0.025459610014100423,0.00029061717551217767,0.1830690180675814,0.5173210249581246,0.04053776954487675,0.15136343043727715,0.034482794057458056,-0.021097059430474026,0.8146280084434669,0,0,1,1
1,2010-10-19 04:00:00+00:00,6.949999809265137,-0.0014368144866416799,0.07107628653054293,-0.12909453409071867,53.370174581380475,0.02294566932573033,0.024956821876426408,-0.0020111525506960777,0.14971082930770943,0.47415091084309613,0.03905446884053841,0.05808549060745922,0.04892081799735798,0.01311948600569855,1.1688726262408848,0,0,0,1
2,2010-10-20 04:00:00+00:00,6.820000171661377,-0.018704984341216147,0.05107421712636452,-0.14383452141394878,48.992229587493,0.019327228061220898,0.02383090311338531,-0.00450367505216441,0.11647318148313014,0.27325522355464826,0.03770422431066594,-0.04859324093491413,0.03665689057293661,-0.022922614179784414,1.3184362388016977,0,0,0,1
3,2010-10-21 04:00:00+00:00,6.889999866485596,0.010263884613241459,0.06055472985710004,-0.13358946034814934,51.30836895370206,0.016577954558686197,0.022380313402445486,-0.005802358843759289,0.08517418956691777,0.2670073605277333,0.03638813335293675,-0.07427220438160756,0.02322203926162353,0.002911205423533434,0.6859594140457849,0,0,0,1
4,2010-10-22 04:00:00+00:00,6.889999866485596,0.0,0.059510974083459706,-0.13218171829034422,51.30836895370204,0.01438888378383914,0.020782027478724218,-0.006393143694885079,0.0834698657097669,0.25807533080909273,0.035351435171614265,-0.16164286822510057,0.020319284353920587,0.004373138831970026,0.6592020735822282,0,0,0,1
5,2010-10-25 04:00:00+00:00,7.260000228881836,0.05370106960320853,0.1137702835911599,-0.08432759643231476,61.91080212920113,0.01593779341460887,0.01981318066590115,-0.0038753872512922796,0.08817279007694634,0.847776529007947,0.03561589231204538,-0.19746768148913638,0.05371898818048142,0.04310347544405117,1.188443395242723,0,0,0,1
6,2010-10-26 04:00:00+00:00,7.199999809265137,-0.00826452034781,0.1026033382465378,-0.09078283577162208,59.64278687565877,0.0170256675833489,0.0192556780493907,-0.0022300104660418,0.08919754812288966,0.727986453944139,0.03482142703400713,-0.17617918512306083,0.022222267845531777,0.0,0.5307273747346092,0,0,0,1
7,2010-10-27 04:00:00+00:00,7.349999904632568,0.02083334713070517,0.12309759468164841,-0.07107832065048637,63.26581632599133,0.018849136744851995,0.019174369788482963,-0.00032523304363096806,0.09249650027205561,0.9440868036030954,0.03440233243717295,-0.22830857290654186,0.025850348256563307,0.025104578301714885,0.6355061562283532,0,0,0,1
8,2010-10-28 04:00:00+00:00,7.630000114440918,0.03809526713488398,0.16211772108634065,-0.03476367488737218,68.88169957215953,0.022516375749689614,0.019842770980724296,0.002673604768965318,0.11693255745195569,1.15654183365933,0.03342070437444742,-0.10738087082733132,0.04456090047852452,0.036684779351707504,1.1280045030508379,0,0,1,1
9,2010-10-29 04:00:00+00:00,7.340000152587891,-0.038007858126261174,0.11482383751652761,-0.07047424294046535,58.847159943663115,0.023537557649408437,0.020581728314461124,0.002955829334947313,0.12084349893711555,0.7791216954498492,0.03561696935895343,-0.10634158885342113,0.0435967527260273,-0.03547962893422762,0.9339990455194656,0,0,1,1
